"Pregunta","Respuesta 1","Respuesta 2","Respuesta 3","Respuesta 4","Numero respuesta correcta","Explicación"
"¿Cuál de los siguientes costes no se considera revisable en ningún caso?","Los costes financieros","Los costes de energía en contratos en los que proceda la revisión","Determinados costes laborales cuando concurran los requisitos legales","Las materias primas cuando cumplan los requisitos establecidos","1","El artículo 103.2 excluye en todo caso de la revisión los costes asociados a amortizaciones, costes financieros, gastos generales o de estructura y beneficio industrial. :contentReference[oaicite:56]{index=56}"
"En determinados contratos distintos de obras, suministros de fabricación de armamento y energía, ¿puede admitirse la revisión aunque el período de recuperación de la inversión sea inferior a cinco años?","Sí, si la suma de la participación de materias primas, bienes intermedios y energía supera el 20 por ciento del presupuesto base de licitación y se cumplen las restantes condiciones","No, nunca puede revisarse un contrato cuyo período de recuperación sea inferior a cinco años","Sí, siempre que el precio supere los 100.000 euros","Sí, automáticamente cuando el contrato tenga una duración superior a dos años","1","El artículo 103.2 permite esta posibilidad previa justificación cuando la participación conjunta de materias primas, bienes intermedios y energía supere el 20 por ciento del presupuesto base de licitación. En ese caso la revisión solo afecta a la fracción correspondiente. :contentReference[oaicite:57]{index=57}"
"Cuando se admita la revisión por la participación de materias primas, bienes intermedios y energía superior al 20 por ciento, ¿a qué parte del precio puede afectar la revisión?","A la fracción del precio del contrato que represente dicha participación","A la totalidad del precio del contrato","Exclusivamente al beneficio industrial","Únicamente a los costes laborales","1","El artículo 103.2 establece que, en este supuesto excepcional, la revisión solo podrá afectar a la fracción del precio correspondiente a dicha participación. :contentReference[oaicite:58]{index=58}"
"¿Quién fija la fórmula de revisión cuando proceda la revisión periódica y predeterminada?","El órgano de contratación, atendiendo a la naturaleza del contrato y a la estructura y evolución de sus costes","El contratista después de la adjudicación","La mesa de contratación de forma independiente","El Instituto Nacional de Estadística en cada contrato","1","El artículo 103.3 establece que, cuando proceda, el órgano de contratación podrá establecer el derecho a revisión y fijará la fórmula atendiendo a la naturaleza del contrato y a la estructura y evolución de sus costes. :contentReference[oaicite:59]{index=59}"
"¿Dónde debe detallarse la fórmula de revisión aplicable?","En el pliego de cláusulas administrativas particulares","Únicamente en la resolución de adjudicación","En la factura emitida por el contratista","En un documento posterior a la formalización","1","El artículo 103.4 exige que el pliego de cláusulas administrativas particulares detalle la fórmula de revisión aplicable. :contentReference[oaicite:60]{index=60}"
"Una vez fijada la fórmula de revisión en el pliego, ¿puede modificarse libremente durante la vigencia del contrato?","No, la fórmula será invariable durante la vigencia del contrato","Sí, puede modificarse anualmente según el IPC","Sí, cuando lo solicite el contratista","Sí, siempre que lo apruebe la mesa de contratación","1","El artículo 103.4 establece que la fórmula de revisión será invariable durante la vigencia del contrato. :contentReference[oaicite:61]{index=61}"
"Como regla general, ¿qué dos condiciones deben concurrir para que proceda la revisión periódica y predeterminada de precios?","Que se haya ejecutado al menos el 20 por ciento del importe del contrato y haya transcurrido un año desde su formalización","Que haya transcurrido un año y se haya ejecutado al menos el 50 por ciento","Que hayan transcurrido dos años y se haya ejecutado al menos el 20 por ciento","Que se haya ejecutado el 50 por ciento, sin necesidad de que haya transcurrido un año","1","El artículo 103.5 exige, con carácter general, que se haya ejecutado al menos el 20 por ciento del importe del contrato y haya transcurrido un año desde su formalización. :contentReference[oaicite:62]{index=62}"
"¿Qué parte queda excluida de la revisión periódica y predeterminada de precios como consecuencia del requisito anterior?","El primer 20 por ciento ejecutado y el importe ejecutado durante el primer año desde la formalización","Únicamente el primer 10 por ciento ejecutado","Todo el importe ejecutado durante el primer año, aunque supere el 20 por ciento","El último 20 por ciento del contrato","1","El artículo 103.5 establece que quedan excluidos de revisión el primer 20 por ciento ejecutado y el importe ejecutado durante el primer año transcurrido desde la formalización. :contentReference[oaicite:63]{index=63}"
"¿Se exige el requisito del 20 por ciento de ejecución para revisar los precios en las concesiones de servicios?","No","Sí, siempre","Solo si la concesión dura más de cinco años","Solo cuando las tarifas las abone la Administración","1","El artículo 103.5 establece expresamente que la condición relativa al porcentaje de ejecución no será exigible en los contratos de concesión de servicios. :contentReference[oaicite:64]{index=64}"
"¿Qué sucede cuando para un determinado tipo de contrato se han aprobado fórmulas tipo de revisión?","El órgano de contratación no puede incluir en los pliegos y contrato una fórmula de revisión diferente","El órgano de contratación puede elegir libremente entre la fórmula tipo y otra alternativa","La fórmula tipo solo es orientativa","La fórmula tipo se aplica únicamente si lo solicita el contratista","1","El artículo 103.6 establece que, cuando se hayan aprobado fórmulas tipo para un determinado tipo de contrato, el órgano de contratación no podrá incluir otra fórmula de revisión diferente en los pliegos y contrato. :contentReference[oaicite:65]{index=65}"
"¿Qué organismo elabora los índices mensuales de precios de los componentes básicos incluidos en las fórmulas tipo?","El Instituto Nacional de Estadística","La Junta Consultiva de Contratación Pública del Estado","El Comité Superior de Precios de Contratos del Estado","El órgano de contratación de cada Administración","1","El artículo 103.8 atribuye al Instituto Nacional de Estadística la elaboración de los índices mensuales de precios de los componentes básicos de costes incluidos en las fórmulas tipo. :contentReference[oaicite:66]{index=66}"
"¿Qué efecto puede producir la revisión de precios sobre el importe contractual?","Puede producir un ajuste al alza o a la baja cuando concurran las condiciones legalmente establecidas","Solo puede producir un incremento del precio","Solo puede producir una reducción del precio","Siempre mantiene inalterado el importe contractual","1","El artículo 102.5 contempla la revisión para ajustar los precios al alza o a la baja en función de las variaciones económicas de los costes durante la ejecución, en los términos del artículo 103. :contentReference[oaicite:67]{index=67}"
"En un contrato público de la UC3M, ¿qué concepto debe distinguirse del presupuesto base de licitación a efectos de la normativa presupuestaria universitaria?","El crédito presupuestario disponible para comprometer el gasto","El valor estimado, que sustituye al crédito presupuestario","El precio ofertado por cualquier licitador","La garantía definitiva del contratista","1","Las Normas de ejecución de la UC3M establecen que no pueden adquirirse compromisos de gastos por cuantía superior a los créditos autorizados en el estado de gastos, mientras que el PBL es un concepto contractual definido por el artículo 100 de la LCSP. :contentReference[oaicite:68]{index=68}"
"En la UC3M, ¿qué requisito presupuestario debe cumplirse antes de tramitar un expediente de contratación?","Debe existir crédito adecuado y suficiente en el Presupuesto de la Universidad","Debe existir únicamente crédito suficiente, aunque no sea adecuado a la naturaleza del gasto","Debe existir necesariamente financiación externa","Debe existir siempre una transferencia específica de la Comunidad de Madrid","1","Las Normas de ejecución de la UC3M establecen que en ningún caso se tramitarán expedientes de contratación que no cuenten con crédito adecuado y suficiente en el Presupuesto de la Universidad. :contentReference[oaicite:69]{index=69}"
