"Pregunta","Respuesta 1","Respuesta 2","Respuesta 3","Respuesta 4","Numero respuesta correcta","Explicación"
"¿Cuándo se perfeccionan, como regla general, los contratos celebrados por los poderes adjudicadores?","Con su formalización","Con la aprobación del expediente de contratación","Con la adjudicación","Con la publicación de la licitación","1","El artículo 36.1 establece que los contratos celebrados por los poderes adjudicadores se perfeccionan con su formalización, salvo las excepciones previstas en el propio artículo."
"¿Cuál de los siguientes contratos constituye una excepción a la regla general de perfección mediante formalización?","Los contratos basados en un acuerdo marco, que se perfeccionan con su adjudicación","Los contratos ordinarios de servicios","Los contratos ordinarios de suministro","Los contratos administrativos de obras","1","El artículo 36.3 establece que los contratos basados en un acuerdo marco se perfeccionan con su adjudicación."
"👑 ¿Cómo se perfeccionan los contratos específicos en el marco de un sistema dinámico de adquisición, conforme al artículo 36.3 de la Ley 9/2017, de Contratos del Sector Público?","Con su adjudicación","Con su formalización, una vez transcurrido el plazo previsto para la interposición del recurso especial","Con la aprobación del expediente de contratación por el órgano competente","Con la publicación del anuncio de licitación correspondiente al contrato específico","1","El artículo 36.3 de la Ley 9/2017 establece que los contratos basados en un acuerdo marco y los contratos específicos en el marco de un sistema dinámico de adquisición se perfeccionan con su adjudicación. Constituye una excepción a la regla general del artículo 36.1, conforme a la cual los contratos de los poderes adjudicadores se perfeccionan con su formalización."
"¿Cómo se perfeccionan los contratos subvencionados que, conforme al artículo 23, sean sujetos a regulación armonizada?","De conformidad con la legislación por la que se rijan","Con su formalización conforme al artículo 153 en todos los casos","Con su adjudicación por el poder adjudicador que concede la subvención","Con la concesión de la subvención","1","El artículo 36.2 dispone que estos contratos se perfeccionan conforme a la legislación por la que se rijan, debiendo las partes notificar su formalización al órgano que otorgó la subvención."
"Salvo que el clausulado disponga otra cosa, ¿dónde se entienden celebrados los contratos del sector público?","En el lugar donde se encuentre la sede del órgano de contratación","En el lugar donde tenga su domicilio el contratista","En el lugar donde se ejecute la prestación principal","En el lugar donde se publique la adjudicación","1","El artículo 36.4 establece que, salvo indicación contraria del clausulado, los contratos del sector público se entienden celebrados en el lugar donde se encuentre la sede del órgano de contratación."
"⭐⭐⭐ ¿Pueden las entidades del sector público contratar verbalmente?","No, salvo que el contrato tenga carácter de emergencia conforme al artículo 120.1","Sí, cuando el valor estimado sea inferior a 15.000 euros","Sí, cuando exista urgencia aunque no sea emergencia","Sí, siempre que posteriormente se formalice por escrito","1","El artículo 37.1 establece la prohibición de contratar verbalmente, salvo que el contrato tenga carácter de emergencia conforme al artículo 120.1."
"Una entidad del sector público necesita contratar inmediatamente una prestación debido a una situación urgente, pero no concurre ninguna de las circunstancias que permiten aplicar la tramitación de emergencia del artículo 120.1 de la Ley 9/2017. ¿Puede celebrar verbalmente el contrato por razón de esa urgencia?","No, porque la mera urgencia no constituye la excepción prevista en el artículo 37.1; la contratación verbal solo se admite cuando el contrato tenga carácter de emergencia conforme al artículo 120.1.","Sí, porque cualquier situación urgente permite contratar verbalmente cuando posteriormente se formalice el contrato por escrito.","Sí, siempre que el valor estimado del contrato permita utilizar el procedimiento de contrato menor.","Sí, porque la urgencia permite prescindir de los requisitos formales de la contratación aunque no concurran las circunstancias del artículo 120.1.","1","El artículo 37.1 prohíbe con carácter general la contratación verbal y únicamente establece como excepción los contratos que tengan carácter de emergencia conforme al artículo 120.1. La mera urgencia no convierte por sí sola un contrato en contrato de emergencia ni permite contratar verbalmente."
"Conforme al artículo 37.1 de la Ley 9/2017, ¿en qué supuesto pueden las entidades del sector público contratar verbalmente?","Cuando el contrato tenga carácter de emergencia conforme al artículo 120.1.","Cuando el contrato tenga un valor estimado inferior al límite establecido para los contratos menores.","Cuando concurran razones de urgencia que hagan imposible tramitar el procedimiento ordinario, aunque no concurra una situación de emergencia.","Cuando exista la posibilidad de formalizar por escrito el contrato con posterioridad a su ejecución.","1","El artículo 37.1 establece como regla general que las entidades del sector público no pueden contratar verbalmente y contempla como excepción los contratos que tengan carácter de emergencia conforme al artículo 120.1."
"¿Cómo se formalizan los contratos celebrados por las Administraciones Públicas?","De acuerdo con lo previsto en el artículo 153, sin perjuicio de las especialidades de los contratos menores","Siempre mediante escritura pública","Mediante acuerdo verbal seguido de su inscripción en el Registro de Contratos","Únicamente mediante documento administrativo cuando sean contratos SARA","1","El artículo 37.2 establece que los contratos celebrados por las Administraciones Públicas se formalizarán conforme al artículo 153, sin perjuicio de lo dispuesto para los contratos menores en el artículo 118."
"¿Qué contratos de los poderes adjudicadores que no sean Administraciones Públicas deben formalizarse en los plazos del artículo 153?","Los que sean susceptibles de recurso especial en materia de contratación conforme al artículo 44","Todos los contratos privados con independencia de su cuantía","Únicamente los contratos sujetos a regulación armonizada","Solo los contratos de obras y concesiones","1","El artículo 37.3 establece esta obligación para los contratos de los poderes adjudicadores que no tengan la consideración de Administraciones Públicas cuando sean susceptibles de recurso especial conforme al artículo 44."
"Una Universidad Pública celebra un contrato de servicios de limpieza ordinaria de sus edificios. ¿Qué naturaleza tendrá, con carácter general, el contrato?","Contrato administrativo de servicios","Contrato privado de servicios por tratarse de una Universidad Pública","Contrato administrativo especial","Contrato de concesión de servicios","1","Las Universidades Públicas tienen la consideración de Administraciones Públicas conforme al artículo 3.2.a. Por ello, un contrato de servicios celebrado por una Universidad Pública tiene carácter administrativo conforme al artículo 25.1.a, salvo que concurra alguna excepción legal."
"Una Universidad Pública adquiere ordenadores para sus servicios administrativos. ¿Qué tipo contractual corresponde, con carácter general?","Contrato de suministro","Contrato de servicios","Contrato de concesión de servicios","Contrato de obras","1","La adquisición de productos o bienes muebles constituye un contrato de suministro conforme al artículo 16.1."
"⭐⭐⭐ Una Universidad Pública contrata a una empresa para desarrollar un programa informático específicamente diseñado según sus necesidades. ¿Cómo se califica?","Contrato de servicios","Contrato de suministro","Contrato de concesión de servicios","Contrato de obras","1","Aunque los programas informáticos aparecen dentro de determinados contratos de suministro, el artículo 16.3.b establece expresamente que la adquisición de programas de ordenador desarrollados a medida se considera contrato de servicios."
"👑 Una Universidad Pública contrata a una empresa para desarrollar un programa informático específicamente diseñado y desarrollado a medida de las necesidades de la Universidad. Conforme al artículo 16.3.b) de la Ley 9/2017, ¿cómo se califica el contrato?","Como contrato de servicios, al tratarse de la adquisición de un programa de ordenador desarrollado a medida","Como contrato de suministro, al tratarse de la adquisición de un programa de ordenador para el tratamiento de la información","Como contrato de suministro, salvo que la Universidad adquiera también los equipos necesarios para ejecutar el programa","Como contrato de servicios únicamente cuando el programa vaya a utilizarse mediante cesión de su derecho de uso a la Universidad","1","El artículo 16.3.b) de la Ley 9/2017 considera contratos de suministro los que tengan por objeto, entre otros, la adquisición y el arrendamiento de equipos y sistemas de telecomunicaciones o para el tratamiento de la información, sus dispositivos y programas, y la cesión del derecho de uso de estos últimos. No obstante, establece expresamente una excepción: los contratos de adquisición de programas de ordenador desarrollados a medida se consideran contratos de servicios."
"⭐⭐⭐ Una Administración Pública contrata la gestión de un servicio de su competencia y el contratista cobra de los usuarios, asumiendo el riesgo de que la demanda real no permita recuperar sus costes. ¿Qué tipo contractual encaja mejor?","Concesión de servicios","Contrato de servicios","Contrato de suministro","Contrato administrativo especial","1","El artículo 15 define la concesión de servicios por la gestión de un servicio de titularidad o competencia del poder adjudicador mediante derecho de explotación y transferencia del riesgo operacional. El riesgo de demanda es una de las formas expresamente contempladas en el artículo 14.4."
"👑 Una Administración encomienda a una empresa la gestión de un servicio de su competencia. El contratista percibe directamente de los usuarios las tarifas previstas, pero la Administración garantiza que recuperará todos los costes de explotación, cualquiera que sea la demanda efectiva. ¿Cómo debe calificarse el contrato?","Contrato de servicios, porque no existe transferencia efectiva del riesgo operacional al contratista","Concesión de servicios, porque el cobro directo a los usuarios determina por sí mismo la existencia del derecho de explotación","Concesión de servicios, porque cualquier contrato relativo a la gestión de un servicio de competencia administrativa tiene necesariamente naturaleza concesional","Contrato administrativo especial, porque la percepción de tarifas por los usuarios excluye tanto el contrato de servicios como la concesión de servicios","1","El artículo 15.2 de la LCSP exige que el derecho de explotación de los servicios implique la transferencia al concesionario del riesgo operacional. Conforme al artículo 14.4, este riesgo existe cuando, en condiciones normales de funcionamiento, no está garantizado que el contratista vaya a recuperar las inversiones realizadas ni a cubrir los costes de explotación. Si la Administración garantiza íntegramente esa recuperación, no existe la transferencia efectiva del riesgo operacional propia de la concesión."
"Una Administración Pública contrata directamente la realización de una obra y abona al contratista un precio, sin que este explote económicamente la obra ni asuma un riesgo operacional de explotación. ¿Qué tipo contractual corresponde?","Contrato de obras","Concesión de obras","Concesión de servicios","Contrato de servicios","1","La ausencia de derecho de explotación con transferencia de riesgo operacional impide calificarlo como concesión. Si el objeto es la ejecución de una obra a cambio de un precio, corresponde al contrato de obras del artículo 13."
"⭐⭐⭐ Un contrato mixto contiene prestaciones propias de un contrato de suministro y de un contrato de servicios. ¿Qué criterio permite determinar el objeto principal a efectos de establecer las normas aplicables a su adjudicación?","Se atenderá a cuál de las prestaciones, suministro o servicios, tenga el mayor valor estimado","Se atenderá siempre a la prestación que figure en primer lugar en el objeto del contrato","Se atenderá a la prestación que determine discrecionalmente el órgano de contratación en el expediente","Se atenderá necesariamente a la prestación que represente la mayor parte de las obligaciones de ejecución, con independencia de su valor estimado","1","El artículo 18.1.a de la Ley 9/2017 establece que, cuando un contrato mixto comprenda prestaciones propias de dos o más contratos de obras, suministros o servicios, se atenderá al carácter de la prestación principal. En los contratos mixtos compuestos en parte por servicios y en parte por suministros, el objeto principal se determinará en función de cuál sea el mayor de los valores estimados de los respectivos servicios o suministros."
"👑 Un contrato contiene prestaciones de suministro y de servicios, ambas reguladas por la Ley 9/2017. Las prestaciones están integradas en un único contrato. ¿Cómo debe determinarse el objeto principal a efectos de establecer las normas que regirán su adjudicación?","En función de cuál sea el mayor de los valores estimados de las prestaciones de suministro y de servicios","En función de cuál de las prestaciones sea considerada por el órgano de contratación como técnicamente más compleja","En función de cuál de las prestaciones tenga asignado el mayor número de unidades, con independencia de su valor estimado","En función de la prestación que tenga mayor duración durante la ejecución del contrato, aunque presente un valor estimado inferior","1","El artículo 18.1.a de la Ley 9/2017 establece que, en los contratos mixtos compuestos en parte por servicios y en parte por suministros, el objeto principal se determinará en función de cuál sea el mayor de los valores estimados de los respectivos servicios o suministros."
"Un contrato de suministro celebrado por una Universidad Pública tiene un valor estimado de 220.000 euros. ¿Supera, por razón de su cuantía, el umbral general de regulación armonizada aplicable a los suministros adjudicados por entidades del sector público distintas de la Administración General del Estado y las entidades expresamente indicadas en el artículo 21.1.a?","Sí, porque 220.000 euros supera el umbral de 216.000 euros","No, porque el umbral aplicable es de 750.000 euros","No, porque los suministros solo pueden ser SARA cuando superan 5.404.000 euros","Sí, porque cualquier suministro universitario es automáticamente SARA con independencia de su cuantía","1","La Universidad Pública es una Administración Pública, pero no pertenece a las categorías de la Administración General del Estado, sus organismos autónomos o las Entidades Gestoras y Servicios Comunes de la Seguridad Social. El artículo 21.1.b fija para estos contratos un umbral de 216.000 euros."
"Un contrato celebrado por una Administración Pública tiene por objeto la suscripción a una base de datos. ¿Cuál es su naturaleza?","Contrato privado","Contrato administrativo de servicios","Contrato administrativo especial","Contrato de suministro","1","El artículo 25.1.a.2.º establece expresamente que los contratos cuyo objeto sea la suscripción a revistas, publicaciones periódicas y bases de datos tienen carácter privado."
