"Pregunta","Respuesta 1","Respuesta 2","Respuesta 3","Respuesta 4","Numero respuesta correcta","Explicación"
"¿Cuál es el número mínimo de empresarios que debe señalar el órgano de contratación para invitarles a participar en un procedimiento restringido?","Cinco","Tres","Cuatro","Diez","1","El artículo 162.2 establece que el número mínimo no puede ser inferior a cinco. :contentReference[oaicite:14]{index=14}"
"Si el número de candidatos que cumplen los criterios de selección es inferior al mínimo de cinco, ¿puede continuar el procedimiento restringido?","Sí, puede continuar con los candidatos que reúnan las condiciones exigidas","No, debe declararse necesariamente desierto","Sí, pero deben invitarse empresarios que no hayan solicitado participar","No, salvo autorización de la Junta Consultiva","1","El artículo 162.2 permite continuar con los candidatos que cumplan las condiciones cuando sean menos de cinco, pero no permite invitar a empresarios que no hayan solicitado participar ni a candidatos que no posean las condiciones exigidas. :contentReference[oaicite:15]{index=15}"
"¿Puede el órgano de contratación fijar un número máximo de candidatos que serán invitados a presentar oferta?","Sí","No, únicamente puede establecer un número mínimo","Sí, pero solo cuando existan más de diez candidatos","Solo en contratos sujetos a regulación armonizada","1","El artículo 162.2 permite al órgano de contratación fijar también un número máximo de candidatos a los que se invitará a presentar oferta. :contentReference[oaicite:16]{index=16}"
"¿Qué debe garantizar el número de candidatos finalmente invitados en un procedimiento restringido?","Que sea suficiente para garantizar una competencia efectiva","Que sea exactamente igual al número mínimo establecido","Que no supere nunca cinco","Que coincida con el número de ofertas recibidas en la fase anterior","1","El artículo 162.2 establece que, en cualquier caso, el número de candidatos invitados debe ser suficiente para garantizar una competencia efectiva. :contentReference[oaicite:17]{index=17}"
"¿Dónde deben indicarse los criterios objetivos y no discriminatorios de selección de candidatos?","En el anuncio de licitación","Únicamente en el documento interno del órgano de contratación","En la resolución de adjudicación","Solo en la invitación a presentar proposiciones","1","El artículo 162.3 exige que los criterios o normas objetivos y no discriminatorios, junto con el número mínimo y, en su caso, máximo de candidatos, figuren en el anuncio de licitación. :contentReference[oaicite:18]{index=18}"
"¿Qué debe hacer el órgano de contratación una vez comprobadas la personalidad y solvencia de los solicitantes?","Seleccionar a quienes pasarán a la siguiente fase e invitarles simultáneamente y por escrito a presentar sus proposiciones","Adjudicar directamente el contrato al candidato con mayor solvencia","Invitar a todos los solicitantes sin atender a su solvencia","Negociar individualmente las condiciones con los candidatos seleccionados","1","El artículo 162.4 establece que, comprobadas la personalidad y solvencia, el órgano de contratación seleccionará a los candidatos que pasan a la siguiente fase y les invitará simultáneamente y por escrito. :contentReference[oaicite:19]{index=19}"
"¿Cómo deben realizarse las invitaciones a presentar proposiciones en el procedimiento restringido?","Simultáneamente y por escrito a los candidatos seleccionados","Individualmente y verbalmente","Únicamente mediante publicación en el perfil de contratante","Solo después de una negociación previa","1","El artículo 162.4 exige que las invitaciones se realicen simultáneamente y por escrito. :contentReference[oaicite:20]{index=20}"
"⭐⭐⭐ ¿Cuál de los siguientes extremos debe contener la invitación a presentar proposiciones?","La fecha límite para recibir ofertas, la dirección de presentación, la lengua o lenguas y, cuando proceda, los documentos complementarios","Únicamente el precio máximo del contrato","Solo la identidad de los demás candidatos","La puntuación que obtendrá previamente cada candidato","1","El artículo 163.1 establece el contenido mínimo de las invitaciones, incluyendo referencia al anuncio, fecha límite, dirección, lengua o lenguas y documentación complementaria, entre otros extremos."
"En el procedimiento restringido, ¿a qué momento del procedimiento se refiere el artículo 163 de la Ley 9/2017 al regular el contenido de la invitación?","Al momento posterior a la selección de los candidatos, en el que los seleccionados son invitados a presentar sus proposiciones.","Al momento inicial de publicación del anuncio, cuando cualquier empresario puede presentar directamente su proposición.","Al momento de adjudicación, cuando el órgano de contratación comunica al adjudicatario el resultado de la licitación.","Al momento de formalización, cuando el adjudicatario recibe la documentación necesaria para suscribir el contrato.","1","El artículo 163 regula las invitaciones a presentar proposiciones que se realizan a los candidatos seleccionados en el procedimiento restringido. Por tanto, se sitúa después de la fase de selección de candidatos y antes de la presentación de las proposiciones."
"Conforme al artículo 163.1 de la Ley 9/2017, ¿cuál de los siguientes conjuntos recoge extremos que deben figurar en la invitación a presentar proposiciones?","La fecha límite para recibir ofertas, la dirección a la que deben enviarse, la lengua o lenguas en que deben estar redactadas y, cuando proceda, los documentos que deban adjuntarse.","El plazo de ejecución del contrato, la identidad de todos los candidatos seleccionados, la puntuación mínima exigida y la composición de la mesa de contratación.","La fecha de adjudicación prevista, el precio máximo del contrato, la identidad de los demás candidatos y la valoración individual de cada solicitud de participación.","La clasificación definitiva de los candidatos, el importe de las garantías que deberán constituirse y la puntuación previamente asignada a cada proposición.","1","El artículo 163.1 establece que la invitación debe incluir, entre otros extremos, la referencia al anuncio publicado, la fecha límite para recibir ofertas, la dirección a la que deben enviarse, la lengua o lenguas en que deben redactarse y, cuando proceda, los documentos que deban adjuntarse."
"¿Debe la invitación indicar los criterios de adjudicación?","Sí, junto con su ponderación relativa o, en su caso, el orden decreciente de importancia, cuando no figuren en el anuncio","No, los criterios solo se conocen después de presentar las ofertas","Solo debe indicar el criterio económico","Sí, pero únicamente cuando exista un único criterio","1","El artículo 163.1 exige que la invitación indique los criterios de adjudicación y su ponderación relativa o, en su caso, su orden decreciente, si no figuran en el anuncio de licitación. :contentReference[oaicite:22]{index=22}"
"¿Debe la invitación indicar el lugar, día y hora de apertura de las proposiciones?","Sí","No, porque estos datos solo deben figurar en el contrato","Solo cuando el contrato sea de obras","Solo si existen más de cinco candidatos","1","El artículo 163.1 incluye expresamente el lugar, día y hora de apertura de las proposiciones entre los contenidos de la invitación. :contentReference[oaicite:23]{index=23}"
"¿Qué debe permitir la invitación respecto de los pliegos y documentación complementaria?","Debe contener las indicaciones pertinentes para permitir el acceso por medios electrónicos","Debe obligar siempre a recogerlos presencialmente","Debe remitirlos exclusivamente por correo postal","Debe permitir acceder solo al pliego administrativo","1","El artículo 163.2 establece que la invitación debe contener las indicaciones pertinentes para permitir el acceso por medios electrónicos a los pliegos y documentación complementaria. :contentReference[oaicite:24]{index=24}"
"Si excepcionalmente se permite el acceso no electrónico a los pliegos, ¿qué debe indicar la invitación?","La circunstancia y la forma en que la documentación se pondrá a disposición de los candidatos","Únicamente que existe documentación adicional","El nombre del funcionario que la custodia","Solo el importe del contrato","1","El artículo 163.2 exige indicar esta circunstancia y la forma de puesta a disposición cuando se permita el acceso por medios no electrónicos. :contentReference[oaicite:25]{index=25}"
"Si la documentación complementaria está en poder de una entidad distinta de la que tramita el procedimiento, ¿qué debe indicar la invitación?","La forma de solicitarla, la fecha límite para ello cuando proceda y, en su caso, el importe y modalidades de pago","Solo la dirección de la entidad","Únicamente el importe de reproducción","Nada adicional, porque el candidato debe localizarla por sus propios medios","1","El artículo 163.2 establece expresamente esos datos cuando la documentación esté en poder de una entidad u órgano distinto del que tramita el procedimiento. :contentReference[oaicite:26]{index=26}"
"En un procedimiento restringido sujeto a regulación armonizada, ¿cuál es el plazo mínimo general para presentar proposiciones?","Treinta días desde la fecha de envío de la invitación escrita","Treinta y cinco días desde la publicación del anuncio","Quince días desde la publicación del perfil","Diez días desde el envío de la invitación","1","El artículo 164.1 fija un plazo mínimo de treinta días desde el envío de la invitación escrita para presentar proposiciones en contratos SARA. :contentReference[oaicite:27]{index=27}"
"¿A cuánto puede reducirse el plazo de presentación de proposiciones en un procedimiento restringido SARA cuando se haya enviado previamente un anuncio de información previa cumpliendo los requisitos legales?","Diez días","Quince días","Veinte días","Cinco días","1","El artículo 164.1.a permite reducir el plazo general a diez días cuando se haya enviado el anuncio de información previa cumpliendo los requisitos establecidos por la Ley. :contentReference[oaicite:28]{index=28}"
"En un procedimiento restringido SARA tramitado por urgencia, ¿cuál es el plazo mínimo para presentar proposiciones?","Diez días desde la fecha de envío de la invitación escrita","Quince días desde la publicación del anuncio","Cinco días desde la invitación","Veinte días desde la aprobación del expediente","1","El artículo 164.1.b permite reducir el plazo por urgencia, pero no puede ser inferior a diez días desde el envío de la invitación escrita. :contentReference[oaicite:29]{index=29}"
"¿Cuánto puede reducirse el plazo general de presentación de proposiciones en un procedimiento restringido cuando se aceptan ofertas por medios electrónicos?","Cinco días","Diez días","Quince días","No puede reducirse","1","El artículo 164.1.c permite reducir en cinco días el plazo general cuando el órgano de contratación acepta la presentación de ofertas por medios electrónicos. :contentReference[oaicite:30]{index=30}"
"En las concesiones de obras y de servicios dentro de un procedimiento restringido, ¿qué reducción del plazo general de presentación de proposiciones puede utilizarse?","Únicamente la reducción de cinco días por aceptación de ofertas electrónicas","La reducción a diez días por anuncio de información previa y la reducción electrónica","Cualquier reducción prevista para contratos de obras y servicios","Ninguna reducción en ningún supuesto","1","El artículo 164.1 establece expresamente que en las concesiones de obras y servicios solo puede reducirse el plazo general cuando concurra la circunstancia de aceptación de ofertas por medios electrónicos. :contentReference[oaicite:31]{index=31}"
"⭐⭐⭐ En un contrato no sujeto a regulación armonizada, ¿cuál es el plazo mínimo para presentar proposiciones en un procedimiento restringido?","Diez días desde la fecha de envío de la invitación","Quince días desde la publicación del anuncio","Treinta días desde el envío de la invitación","Cinco días desde la invitación","1","El artículo 164.2 establece un plazo mínimo de diez días desde el envío de la invitación para contratos no sujetos a regulación armonizada. :contentReference[oaicite:32]{index=32}"
"👑 En un procedimiento restringido relativo a un contrato no sujeto a regulación armonizada, ¿qué combinación de plazos y actuaciones es correcta conforme a los artículos 161.3 y 164.2 de la Ley 9/2017?","Las solicitudes de participación tienen un plazo mínimo de quince días desde la publicación del anuncio de licitación, mientras que las proposiciones tienen un plazo mínimo de diez días desde el envío de la invitación.","Tanto las solicitudes de participación como las proposiciones tienen un plazo mínimo de diez días desde el envío de la invitación.","Las solicitudes de participación tienen un plazo mínimo de diez días desde la publicación del anuncio y las proposiciones de quince días desde el envío de la invitación.","Las solicitudes de participación tienen un plazo mínimo de quince días desde el envío de la invitación y las proposiciones de diez días desde la publicación del anuncio.","1","El artículo 161.3 establece para los contratos no sujetos a regulación armonizada un plazo mínimo de quince días para las solicitudes de participación, contados desde la publicación del anuncio de licitación. Una vez seleccionados los candidatos, el artículo 164.2 establece un plazo mínimo de diez días para presentar proposiciones, contado desde el envío de la invitación."
"¿Qué normativa se aplica a la adjudicación de un contrato mediante procedimiento restringido?","La prevista en la LCSP para el procedimiento abierto, salvo lo relativo a la necesidad de calificar previamente la documentación del artículo 140","La prevista para los procedimientos negociados","La prevista para los contratos menores","Exclusivamente las normas del procedimiento de emergencia","1","El artículo 165 establece que en la adjudicación se aplica lo previsto para el procedimiento abierto, salvo la necesidad de calificar previamente la documentación del artículo 140. :contentReference[oaicite:33]{index=33}"
"¿Cuál de las siguientes afirmaciones distingue correctamente el procedimiento abierto del procedimiento restringido respecto del acceso a la fase de presentación de proposiciones?","En el procedimiento abierto cualquier empresario interesado puede presentar una proposición, mientras que en el restringido solo pueden hacerlo los empresarios previamente seleccionados por el órgano de contratación.","En el procedimiento abierto cualquier empresario puede solicitar participar, pero solo los candidatos seleccionados pueden presentar proposición, mientras que en el restringido cualquier empresario interesado puede presentar directamente su oferta.","En ambos procedimientos cualquier empresario puede presentar directamente una proposición, diferenciándose únicamente en que el restringido exige un número mínimo de cinco ofertas para continuar la licitación.","En el procedimiento abierto los empresarios deben superar previamente los criterios de solvencia para poder presentar proposición, mientras que en el restringido pueden presentar proposición todos los que hayan solicitado participar.","1","El artículo 160.1 establece que en el procedimiento restringido cualquier empresa interesada puede presentar una solicitud de participación, pero el apartado 2 dispone que solo pueden presentar proposiciones los empresarios que hayan sido seleccionados por el órgano de contratación atendiendo a su solvencia. En el procedimiento abierto no existe esta fase previa de selección de candidatos."
"En el procedimiento restringido, ¿qué actuación puede realizar inicialmente cualquier empresa interesada y cuál queda reservada a los candidatos seleccionados?","Cualquier empresa interesada puede presentar una solicitud de participación; únicamente los candidatos seleccionados por el órgano de contratación pueden presentar posteriormente una proposición.","Cualquier empresa interesada puede presentar directamente una proposición; únicamente los candidatos seleccionados pueden solicitar participar en la licitación.","Cualquier empresa interesada puede presentar una solicitud de participación y una proposición simultáneamente, pero solo los candidatos seleccionados pueden mejorar posteriormente su oferta.","Únicamente los candidatos previamente seleccionados pueden presentar una solicitud de participación y una proposición, al existir una selección previa de todos los participantes.","1","El artículo 160.1 permite a cualquier empresa interesada presentar una solicitud de participación en respuesta a la convocatoria. Conforme al artículo 160.2, solo pueden presentar proposiciones los empresarios que, habiéndolo solicitado, sean seleccionados por el órgano de contratación atendiendo a su solvencia."
"¿Cuál de las siguientes combinaciones identifica correctamente los plazos mínimos del procedimiento restringido SARA?","Solicitud de participación: 30 días; proposición: 30 días","Solicitud de participación: 35 días; proposición: 15 días","Solicitud de participación: 15 días; proposición: 10 días","Solicitud de participación: 30 días; proposición: 15 días en todo caso","1","En contratos SARA, el artículo 161 fija como regla general 30 días para las solicitudes de participación y el artículo 164 fija 30 días para las proposiciones, sin perjuicio de las reducciones legalmente previstas. :contentReference[oaicite:35]{index=35} :contentReference[oaicite:36]{index=36}"
"¿Cuál de las siguientes combinaciones es correcta para un procedimiento restringido urgente en contratos SARA de obras, suministros o servicios?","Solicitud de participación: mínimo 15 días; proposición: mínimo 10 días","Solicitud de participación: mínimo 10 días; proposición: mínimo 15 días","Solicitud de participación: mínimo 5 días; proposición: mínimo 10 días","Solicitud de participación: mínimo 15 días; proposición: mínimo 15 días","1","El artículo 161.1 fija en 15 días el mínimo para las solicitudes en situación de urgencia, mientras que el artículo 164.1.b fija en 10 días el mínimo para las proposiciones. :contentReference[oaicite:37]{index=37} :contentReference[oaicite:38]{index=38}"
"En un procedimiento restringido para un contrato SARA de obras, suministros o servicios declarado urgente, ¿cuáles son los plazos mínimos que puede fijar el órgano de contratación para las solicitudes de participación y, posteriormente, para las proposiciones?","15 días para las solicitudes de participación y 10 días para las proposiciones.","10 días para las solicitudes de participación y 15 días para las proposiciones.","15 días para las solicitudes de participación y 15 días para las proposiciones.","10 días para las solicitudes de participación y 10 días para las proposiciones.","1","El artículo 161.1 establece que, en situación de urgencia, el plazo de presentación de solicitudes de participación en contratos SARA de obras, suministros y servicios no podrá ser inferior a 15 días desde el envío del anuncio de licitación. Posteriormente, el artículo 164.1.b permite fijar un plazo mínimo de 10 días para las proposiciones desde el envío de la invitación escrita."
"⭐⭐⭐ En un procedimiento restringido SARA de obras, suministros o servicios, ¿qué combinación distingue correctamente los plazos generales de los aplicables cuando el procedimiento se tramita por urgencia?","Solicitudes de participación: 30 días con carácter general y 15 días en caso de urgencia; proposiciones: 30 días con carácter general y 10 días en caso de urgencia.","Solicitudes de participación: 30 días con carácter general y 10 días en caso de urgencia; proposiciones: 30 días con carácter general y 15 días en caso de urgencia.","Solicitudes de participación: 35 días con carácter general y 15 días en caso de urgencia; proposiciones: 30 días con carácter general y 10 días en caso de urgencia.","Solicitudes de participación: 30 días con carácter general y 15 días en caso de urgencia; proposiciones: 15 días con carácter general y 10 días en caso de urgencia.","1","El artículo 161.1 establece un plazo general mínimo de 30 días para las solicitudes de participación y permite reducirlo a 15 días en situación de urgencia para obras, suministros y servicios. El artículo 164.1 establece un plazo general mínimo de 30 días para las proposiciones y permite reducirlo a 10 días en situación de urgencia."
"En un procedimiento restringido sujeto a regulación armonizada para contratos de obras, suministros o servicios, ¿qué combinación distingue correctamente los plazos mínimos generales y los aplicables cuando el plazo general resulta impracticable por una situación de urgencia?","Solicitudes de participación: 30 días con carácter general y 15 días en caso de urgencia; proposiciones: 30 días con carácter general y 10 días en caso de urgencia.","Solicitudes de participación: 30 días con carácter general y 10 días en caso de urgencia; proposiciones: 30 días con carácter general y 15 días en caso de urgencia.","Solicitudes de participación: 35 días con carácter general y 15 días en caso de urgencia; proposiciones: 30 días con carácter general y 10 días en caso de urgencia.","Solicitudes de participación: 30 días con carácter general y 15 días en caso de urgencia; proposiciones: 15 días con carácter general y 10 días en caso de urgencia.","1","El artículo 161.1 establece un plazo mínimo general de 30 días para las solicitudes de participación y permite reducirlo a 15 días en situación de urgencia para contratos de obras, suministros y servicios. El artículo 164.1 establece un plazo mínimo general de 30 días para las proposiciones y permite reducirlo a 10 días en situación de urgencia."
"¿Qué relación existe entre los artículos 162 y 163 en el procedimiento restringido?","El artículo 162 regula la selección de candidatos y el 163 el contenido de las invitaciones e información que se facilita a los candidatos","El artículo 162 regula la adjudicación y el 163 la formalización","El artículo 162 regula la negociación y el 163 la valoración económica","Ambos regulan exclusivamente los plazos de presentación de ofertas","1","El artículo 162 regula cómo se seleccionan los candidatos que pasan a la segunda fase, mientras que el artículo 163 determina qué debe contener la invitación que reciben. :contentReference[oaicite:39]{index=39} :contentReference[oaicite:40]{index=40}"
"⭐⭐⭐ ¿Cuál de las siguientes afirmaciones diferencia correctamente el procedimiento restringido del procedimiento con negociación?","En el restringido está prohibida toda negociación de los términos del contrato; en los procedimientos con negociación la negociación constituye precisamente una parte del procedimiento","En ambos está prohibida toda negociación","En el restringido se negocia únicamente el precio y en el negociado ningún elemento","En el restringido se negocian las ofertas y en el negociado solo se seleccionan candidatos","1","El artículo 160.3 prohíbe la negociación en el procedimiento restringido. En cambio, los procedimientos con negociación regulados en los artículos siguientes permiten negociar en los supuestos y condiciones establecidos por la LCSP."
"¿Cuál de las siguientes afirmaciones diferencia correctamente el procedimiento restringido de la licitación con negociación conforme a la Ley 9/2017?","En el procedimiento restringido no pueden negociarse los términos del contrato, mientras que en la licitación con negociación el órgano de contratación negocia con los candidatos las ofertas presentadas, dentro de los límites establecidos por la Ley.","En el procedimiento restringido no pueden modificarse las ofertas, mientras que en la licitación con negociación solo pueden negociarse las condiciones económicas del contrato.","En el procedimiento restringido pueden negociarse los términos del contrato con los candidatos seleccionados, mientras que en la licitación con negociación únicamente puede negociarse el precio.","En ambos procedimientos pueden negociarse las ofertas de los candidatos seleccionados, aunque en el restringido la negociación queda limitada a los aspectos previamente indicados en los pliegos.","1","El artículo 160.3 establece que en el procedimiento restringido no podrá negociarse en ningún caso los términos del contrato con los solicitantes o candidatos. En la licitación con negociación, en cambio, la negociación constituye una fase propia del procedimiento y se desarrolla en los términos establecidos en los artículos 166 y siguientes."
"¿Cuál de las siguientes afirmaciones distingue correctamente la posibilidad de negociación en los procedimientos de contratación regulados por la Ley 9/2017?","En el procedimiento restringido no puede negociarse ningún término del contrato con los candidatos, mientras que la licitación con negociación incorpora una fase de negociación de las ofertas en los términos previstos legalmente.","En el procedimiento restringido puede negociarse el precio con los candidatos seleccionados, mientras que en la licitación con negociación solo pueden negociarse aspectos técnicos.","En ambos procedimientos está permitida la negociación siempre que el pliego identifique previamente los aspectos que pueden modificarse.","El procedimiento restringido permite negociar las ofertas iniciales, mientras que la licitación con negociación se limita a seleccionar previamente a los candidatos que podrán presentar oferta.","1","El artículo 160.3 prohíbe expresamente negociar los términos del contrato en el procedimiento restringido. En cambio, la licitación con negociación se caracteriza por incorporar una fase de negociación de las ofertas con los candidatos, de acuerdo con los artículos 166 y siguientes de la Ley 9/2017."
"¿En qué consiste esencialmente un procedimiento con negociación?","La adjudicación recae en el licitador justificadamente elegido tras negociar las condiciones del contrato con uno o varios candidatos","La adjudicación recae necesariamente en el licitador que haya presentado la oferta más barata sin negociación","La Administración selecciona previamente al adjudicatario y posteriormente negocia con él las condiciones","Los candidatos presentan ofertas definitivas sin que exista posibilidad de negociación","1","El artículo 166.1 establece que en los procedimientos con negociación la adjudicación recaerá en el licitador justificadamente elegido por el órgano de contratación después de negociar las condiciones del contrato con uno o varios candidatos. :contentReference[oaicite:2]{index=2}"
"¿Qué debe determinar el pliego de cláusulas administrativas particulares en un procedimiento con negociación?","Los aspectos económicos y técnicos que, en su caso, serán objeto de negociación, el procedimiento para negociar, los requisitos mínimos y los criterios de adjudicación","Únicamente el precio máximo del contrato y el número de candidatos","Solo los aspectos técnicos, quedando los económicos para la negociación","Exclusivamente los criterios de adjudicación, que se determinarán después de negociar","1","El artículo 166.2 exige determinar en el PCAP los aspectos económicos y técnicos negociables, las necesidades y características exigidas, el procedimiento de negociación, los requisitos mínimos y los criterios de adjudicación. :contentReference[oaicite:3]{index=3}"
"¿Qué principio debe garantizar en todo momento el procedimiento establecido para negociar?","La máxima transparencia, la publicidad de la negociación y la no discriminación entre los licitadores","La confidencialidad absoluta frente a todos los licitadores","La negociación individual y secreta con cada candidato","La igualdad únicamente respecto de las ofertas económicas","1","El artículo 166.2 exige que el procedimiento de negociación garantice en todo momento la máxima transparencia, la publicidad de la misma y la no discriminación entre los licitadores. :contentReference[oaicite:4]{index=4}"
"⭐⭐⭐ ¿Qué finalidad debe cumplir la información facilitada a los operadores económicos antes de que decidan solicitar participar?","Debe ser suficientemente precisa para que puedan identificar la naturaleza y el ámbito de la contratación y decidir si solicitan participar","Debe permitir conocer la identidad del futuro adjudicatario","Debe revelar las ofertas económicas de los competidores","Debe contener necesariamente el resultado de la negociación","1","El artículo 166.2 exige que la información sea suficientemente precisa para permitir a los operadores económicos identificar la naturaleza y el ámbito de la contratación y decidir si solicitan participar. :contentReference[oaicite:5]{index=5}"
"En un procedimiento de licitación con negociación, ¿qué afirmación refleja correctamente la función de la información exigida por el artículo 166.2 de la Ley 9/2017?","Debe permitir a los operadores económicos identificar la naturaleza y el ámbito de la contratación y valorar, sobre esa base, si solicitan participar, sin que tenga que anticipar el resultado de la negociación.","Debe permitir a los operadores económicos conocer las ofertas iniciales de los demás participantes para decidir si solicitan participar en la negociación.","Debe limitarse a indicar los criterios de adjudicación, pues la naturaleza y el ámbito de la contratación se concretan únicamente durante la negociación.","Debe contener necesariamente los aspectos económicos y técnicos que serán modificados durante la negociación y la posición que adoptará el órgano de contratación respecto de cada uno.","1","El artículo 166.2 exige que la información sea suficientemente precisa para que los operadores económicos puedan identificar la naturaleza y el ámbito de la contratación y decidir si solicitan participar. No exige revelar las ofertas de otros participantes ni anticipar el resultado o desarrollo concreto de la negociación."
"Conforme al artículo 166.2 de la Ley 9/2017, ¿qué finalidad debe cumplir la información facilitada a los operadores económicos en un procedimiento con negociación?","Debe ser suficientemente precisa para que puedan identificar la naturaleza y el ámbito de la contratación y decidir si solicitan participar en el procedimiento.","Debe permitir a los operadores económicos conocer anticipadamente el contenido de las ofertas de los demás candidatos y decidir si mantienen su participación.","Debe permitir únicamente identificar los criterios de adjudicación y su ponderación antes de que comience la fase de negociación.","Debe proporcionar a los operadores económicos información suficiente para conocer de antemano el resultado previsible de la negociación y la identidad del adjudicatario.","1","El artículo 166.2 establece que la información facilitada debe ser lo suficientemente precisa para que los operadores económicos puedan identificar la naturaleza y el ámbito de la contratación y decidir si solicitan participar en el procedimiento."
"¿Cuándo pueden utilizarse los procedimientos con negociación?","En los supuestos previstos en los artículos 167 y 168","En cualquier contrato cuando el órgano de contratación considere conveniente negociar","Únicamente en contratos de importe superior a los umbrales europeos","Solo cuando previamente haya fracasado un procedimiento abierto","1","El artículo 166.3 limita los procedimientos con negociación a los casos enumerados en los artículos 167 y 168. :contentReference[oaicite:6]{index=6}"
"⭐⭐⭐ Como regla general, ¿debe publicarse un anuncio de licitación cuando se utiliza un procedimiento con negociación?","Sí, salvo que concurran las circunstancias excepcionales del artículo 168","No, porque todo procedimiento con negociación carece de publicidad","Solo cuando el contrato sea de obras","Solo cuando participen más de tres candidatos","1","El artículo 166.3 establece la publicación de un anuncio de licitación como regla general. La excepción corresponde a los supuestos del artículo 168, que permiten el negociado sin publicidad."
"👑 Como regla general, ¿qué obligación de publicidad se aplica a los procedimientos con negociación conforme al artículo 166.3 de la Ley 9/2017?","Debe publicarse un anuncio de licitación, salvo que concurran las circunstancias excepcionales previstas en el artículo 168","Debe publicarse un anuncio de licitación únicamente cuando se utilice el procedimiento de licitación con negociación del artículo 167","No debe publicarse anuncio de licitación, salvo que el órgano de contratación decida limitar el número de candidatos","Debe publicarse anuncio de licitación únicamente cuando el procedimiento se tramite con tres o más candidatos","1","El artículo 166.3 establece que los procedimientos con negociación pueden utilizarse en los casos de los artículos 167 y 168 y que, salvo que concurran las circunstancias excepcionales recogidas en el artículo 168, los órganos de contratación deberán publicar un anuncio de licitación."
"¿En qué contratos puede utilizarse la licitación con negociación del artículo 167?","En contratos de obras, suministros, servicios, concesión de obras y concesión de servicios cuando concurra alguno de los supuestos legales","Únicamente en contratos de servicios y suministros","Solo en contratos de obras y concesiones","En cualquier contrato privado del sector público","1","El artículo 167 permite la licitación con negociación en esas cinco categorías contractuales cuando concurra alguno de los supuestos enumerados. :contentReference[oaicite:8]{index=8}"
"¿Cuál de las siguientes situaciones permite acudir a la licitación con negociación?","Cuando sea imprescindible un trabajo previo de diseño o adaptación de la prestación por parte de los licitadores","Cuando el órgano de contratación prefiera negociar el precio aunque el objeto esté perfectamente definido","Cuando el contrato tenga un valor estimado inferior a 15.000 euros","Cuando exista crédito presupuestario insuficiente","1","El artículo 167.a permite la licitación con negociación cuando, para satisfacer las necesidades del órgano de contratación, resulte imprescindible que la prestación disponible en el mercado sea objeto de un trabajo previo de diseño o adaptación por los licitadores. :contentReference[oaicite:9]{index=9}"
"¿Puede utilizarse la licitación con negociación cuando la prestación incluya un proyecto o soluciones innovadoras?","Sí","No, la innovación solo permite acudir al diálogo competitivo","Sí, pero únicamente en contratos de obras","Sí, pero solo cuando el proyecto tenga financiación europea","1","El artículo 167.b contempla expresamente que la prestación incluya un proyecto o soluciones innovadoras como supuesto de licitación con negociación. :contentReference[oaicite:10]{index=10}"
"¿Cuándo puede acudirse a la licitación con negociación por razón de la naturaleza o complejidad de la prestación?","Cuando el contrato no pueda adjudicarse sin negociaciones previas debido a circunstancias específicas vinculadas a su naturaleza, complejidad, configuración jurídica o financiera o a los riesgos inherentes","Cuando la Administración considere que negociar resulta más cómodo","Cuando la prestación tenga necesariamente carácter intelectual","Cuando el contrato sea inferior a los umbrales del procedimiento abierto","1","El artículo 167.c contempla esta posibilidad cuando las circunstancias específicas de la prestación hacen necesarias negociaciones previas. :contentReference[oaicite:11]{index=11}"
"¿Puede utilizarse la licitación con negociación cuando el órgano de contratación no pueda establecer con suficiente precisión las especificaciones técnicas por referencia a determinados estándares?","Sí","No, en ese caso solo puede utilizarse el procedimiento abierto","Sí, pero únicamente en contratos de servicios","Solo si previamente se ha declarado la emergencia","1","El artículo 167.d permite acudir a la licitación con negociación cuando no puedan establecerse con suficiente precisión las especificaciones técnicas mediante las referencias técnicas contempladas por la Ley. :contentReference[oaicite:12]{index=12}"
"¿Qué ofertas permiten acudir a la licitación con negociación después de un procedimiento abierto o restringido?","Las ofertas irregulares o inaceptables, cuando solo se hayan presentado este tipo de ofertas","Cualquier oferta que no sea la económicamente más ventajosa","Únicamente las ofertas anormalmente bajas","Solo las ofertas presentadas fuera de plazo","1","El artículo 167.e contempla el supuesto en que en procedimientos abiertos o restringidos anteriores solo se hayan presentado ofertas irregulares o inaceptables. :contentReference[oaicite:13]{index=13}"
"¿Cuál de las siguientes se considera una oferta irregular a efectos del artículo 167?","Una oferta que no corresponda a los pliegos de la contratación","Una oferta presentada por una empresa perfectamente cualificada","Una oferta cuyo precio sea inferior al presupuesto base de licitación","Una oferta presentada dentro del plazo y conforme a los pliegos","1","El artículo 167.e considera irregulares, entre otras, las ofertas que no correspondan a los pliegos, las recibidas fuera de plazo, las que presenten indicios de colusión o corrupción o las consideradas anormalmente bajas. :contentReference[oaicite:14]{index=14}"
"¿Cuál de las siguientes puede ser considerada una oferta inaceptable conforme al artículo 167?","La presentada por un licitador que no posea la cualificación requerida","La presentada por un licitador que cumpla todos los requisitos de solvencia","La presentada dentro del plazo y conforme al pliego","La oferta que obtenga la mayor puntuación","1","El artículo 167.e considera inaceptables, en particular, las ofertas presentadas por licitadores que no posean la cualificación requerida y aquellas cuyo precio rebase el presupuesto del órgano de contratación determinado y documentado antes del procedimiento. :contentReference[oaicite:15]{index=15}"
