"¿Puede una prescripción técnica referirse a una fabricación o procedencia determinada para favorecer o descartar determinadas empresas?","No, salvo la excepción legal y nunca con la finalidad de favorecer o descartar empresas o productos","Sí, cuando el órgano de contratación lo considere conveniente","Sí, si se trata de una marca conocida","Sí, cuando la empresa tenga experiencia previa con la Administración","1","El artículo 126.6 prohíbe estas referencias cuando tengan por finalidad favorecer o descartar determinadas empresas o productos, admitiéndolas excepcionalmente cuando no sea posible una descripción suficientemente precisa e inteligible y con la mención «o equivalente»."
"Si una oferta cumple de forma equivalente los requisitos exigidos mediante una referencia técnica, ¿puede rechazarse simplemente porque no siga exactamente la referencia indicada?","No, si el licitador demuestra por medios adecuados que su solución cumple de forma equivalente los requisitos","Sí, porque la referencia técnica es siempre obligatoria","Sí, salvo que la oferta tenga un precio inferior","Sí, porque solo puede aceptarse la solución indicada en el pliego","1","El artículo 126.8 impide rechazar una oferta por no ajustarse literalmente a la especificación técnica de referencia cuando el licitador demuestre que su solución cumple de forma equivalente los requisitos exigidos."
"¿Qué se entiende por etiqueta a efectos de la LCSP?","Cualquier documento, certificado o acreditación que confirme que determinadas obras, productos, servicios, procesos o procedimientos cumplen requisitos","Únicamente una certificación ambiental oficial","Solo una marca comercial registrada","Un documento emitido necesariamente por el propio órgano de contratación","1","El artículo 127.1 define etiqueta como cualquier documento, certificado o acreditación que confirme el cumplimiento de determinados requisitos."
"¿Puede el órgano de contratación exigir una etiqueta específica como medio de prueba?","Sí, cuando se cumplan las condiciones establecidas legalmente","No, las etiquetas están prohibidas en la contratación pública","Sí, sin necesidad de que exista relación con el objeto del contrato","Solo en contratos de obras","1","El artículo 127.2 permite exigir etiquetas específicas de carácter ambiental, social u otro cuando se cumplan las condiciones legales."
"Si el órgano de contratación exige una etiqueta específica, ¿debe aceptar etiquetas que acrediten requisitos equivalentes?","Sí","No, únicamente la etiqueta indicada en el pliego","Solo si la emite el mismo organismo certificador","Solo cuando el contrato sea SARA","1","El artículo 127.3 obliga a aceptar todas las etiquetas que verifiquen requisitos equivalentes a los exigidos para obtener la etiqueta específica."
"¿Quién soporta la carga de probar la equivalencia de una etiqueta?","El candidato o licitador","El órgano de contratación","La Junta Consultiva de Contratación Pública","El organismo certificador","1","El artículo 127.6 establece que la carga de la prueba de la equivalencia recae en todo caso en el candidato o licitador."
"¿Puede exigirse un certificado de un organismo de evaluación de la conformidad determinado?","Sí, pero deben aceptarse también certificados de organismos de evaluación de la conformidad equivalentes","Sí, y pueden rechazarse siempre los certificados equivalentes","No, nunca pueden exigirse certificados","Solo cuando lo solicite el contratista","1","El artículo 128.1 establece que, si se exige un certificado de un organismo determinado, también deben aceptarse los certificados de organismos equivalentes."
"¿Qué ocurre si un empresario no tiene acceso a los certificados o informes de pruebas exigidos y no puede obtenerlos en el plazo fijado por causas no imputables a él?","Deben aceptarse otros medios de prueba adecuados, como un informe técnico del fabricante","Debe quedar excluido automáticamente","Debe obtener necesariamente el certificado fuera de plazo","Debe presentar una garantía adicional","1","El artículo 128.2 establece que, subsidiariamente, deben aceptarse otros medios adecuados de prueba cuando no se pueda acceder a los certificados o informes en plazo por causas no imputables al empresario."
"¿Qué información puede señalar el órgano de contratación en el pliego conforme al artículo 129?","Los organismos de los que los licitadores pueden obtener información sobre obligaciones fiscales, ambientales, laborales, de igualdad y de discapacidad","La identidad del adjudicatario futuro","El precio que deberá ofertar cada licitador","La puntuación mínima que obtendrá cada empresa","1","El artículo 129 permite señalar los organismos de los que pueden obtenerse informaciones pertinentes sobre fiscalidad, medio ambiente, empleo, igualdad, condiciones laborales, prevención de riesgos, inserción sociolaboral y discapacidad."
"Cuando el órgano de contratación facilite esa información, ¿qué debe solicitar a los licitadores?","Que manifiesten haber tenido en cuenta las obligaciones aplicables en la elaboración de sus ofertas","Que renuncien a impugnar el procedimiento","Que acepten el precio máximo","Que acrediten haber contratado previamente con la Administración","1","El artículo 129.2 establece que, cuando se facilite esa información, el órgano de contratación solicitará a los licitadores que manifiesten haber tenido en cuenta las obligaciones aplicables."
"¿Cuándo resulta aplicable el artículo 130 sobre subrogación de trabajadores?","Cuando una norma legal, convenio colectivo o acuerdo de negociación colectiva de eficacia general imponga al adjudicatario la obligación de subrogarse como empleador","Siempre que exista personal trabajando en el contrato anterior","Solo cuando el nuevo contratista lo solicite","Únicamente en contratos de obras","1","El artículo 130.1 condiciona su aplicación a que una norma legal, convenio colectivo o acuerdo de negociación colectiva de eficacia general imponga la obligación de subrogación."
"¿Quién debe facilitar a los licitadores la información sobre las condiciones de los trabajadores afectados por una subrogación?","Los servicios dependientes del órgano de contratación, en el propio pliego","El contratista saliente directamente a cada licitador","El nuevo adjudicatario","La mesa de contratación después de la adjudicación","1","El artículo 130.1 establece que los servicios dependientes del órgano de contratación deben facilitar en el propio pliego la información necesaria para evaluar los costes laborales."
"¿Quién está obligado a proporcionar al órgano de contratación la información sobre los trabajadores objeto de subrogación?","La empresa que venía efectuando la prestación y tenga la condición de empleadora de los trabajadores afectados","El futuro adjudicatario","La mesa de contratación","Los propios trabajadores individualmente","1","El artículo 130.1 establece esta obligación para la empresa que venía prestando el servicio y sea empleadora de los trabajadores afectados."
"¿Cuál de los siguientes datos debe figurar en la información sobre el personal objeto de subrogación?","Convenio colectivo, categoría, tipo de contrato, jornada, antigüedad, vencimiento, salario bruto anual y pactos vigentes","Únicamente nombre y salario neto","Solo categoría profesional y antigüedad","Únicamente jornada y tipo de contrato","1","El artículo 130.1 enumera estos datos como parte de la información que debe facilitarse para permitir una evaluación exacta de los costes laborales."
"¿Se aplica el régimen de subrogación del artículo 130 a los socios trabajadores de cooperativas?","Sí, cuando estén adscritos al servicio o actividad objeto de la subrogación","No, porque solo se aplica a trabajadores por cuenta ajena","Sí, pero únicamente a cooperativas de trabajo asociado estatales","Solo si lo solicita el nuevo adjudicatario","1","El artículo 130.2 extiende expresamente estas previsiones a los socios trabajadores de cooperativas cuando estén adscritos al servicio o actividad objeto de subrogación."
"Si la empresa saliente es un Centro Especial de Empleo, ¿qué obligación tiene la empresa adjudicataria?","Subrogarse como empleadora de todas las personas con discapacidad que vinieran desarrollando su actividad en la ejecución del contrato","Subrogarse únicamente de los trabajadores con contrato indefinido","No tiene obligación de subrogación","Debe contratar un porcentaje equivalente de trabajadores nuevos","1","El artículo 130.2 establece esta obligación específica cuando la empresa que venía prestando el servicio es un Centro Especial de Empleo."
"Si una Administración decide prestar directamente un servicio que hasta entonces prestaba un operador económico, ¿cuándo deberá subrogar al personal?","Cuando así lo establezca una norma legal, convenio colectivo o acuerdo de negociación colectiva de eficacia general","Siempre, con independencia de cualquier norma","Nunca, porque la subrogación solo afecta a empresas privadas","Únicamente cuando el servicio sea esencial","1","El artículo 130.3 establece la obligación de subrogación cuando así lo establezca una norma legal, convenio colectivo o acuerdo de negociación colectiva de eficacia general."
"¿Qué debe prever necesariamente el pliego respecto del incumplimiento de la obligación de subrogación?","La imposición de penalidades al contratista dentro de los límites del artículo 192","La resolución automática del contrato en todos los casos","Una multa fija del 10 por ciento","La pérdida automática de la garantía definitiva","1","El artículo 130.4 exige que el pliego contemple penalidades por incumplimiento de la obligación prevista en el artículo, dentro de los límites del artículo 192."
"Si tras la subrogación los costes laborales son superiores a los derivados de la información facilitada por el antiguo contratista, ¿qué puede hacer el nuevo contratista?","Ejercitar acción directa contra el antiguo contratista","Exigir automáticamente el aumento del precio a la Administración","Resolver unilateralmente el contrato sin consecuencias","Exigir el pago al trabajador afectado","1","El artículo 130.5 establece que, si los costes laborales son superiores a los que se desprendían de la información facilitada, el contratista tiene acción directa contra el antiguo contratista."
"¿Quién responde de los salarios impagados a los trabajadores afectados por subrogación en los términos del artículo 130?","El contratista obligado conforme al pliego, sin que esa obligación corresponda al nuevo contratista por el mero hecho de la subrogación","Siempre el nuevo contratista","La Administración en todo caso","Los trabajadores afectados","1","El artículo 130.6 exige que el pliego contemple la obligación del contratista de responder de los salarios impagados y cotizaciones correspondientes, sin que dicha obligación corresponda al nuevo contratista en el supuesto regulado."
"Según las Normas de ejecución de la UC3M, ¿qué debe acompañar a una propuesta de contratación por procedimiento abierto?","Un borrador del Pliego Técnico y los informes justificativos necesarios","Únicamente una factura proforma","La resolución de adjudicación y el contrato ya formalizado","La garantía definitiva del futuro adjudicatario","1","Las Normas de ejecución 2026 de la UC3M establecen que debe enviarse a la DEF-Contratación una propuesta de contratación por procedimiento abierto acompañada de un borrador del Pliego Técnico y de los informes justificativos necesarios."
"¿Qué unidad de la UC3M interviene en la tramitación interna de las propuestas de contratación por procedimiento abierto según las Normas de ejecución 2026?","La DEF-Contratación","El Consejo Social","La mesa del Claustro","La Escuela de Doctorado","1","Las Normas de ejecución 2026 señalan que la propuesta se envía a la DEF-Contratación, que consulta con el peticionario las circunstancias particulares de cada contratación."
"En la UC3M, ¿dónde se publican la licitación, adjudicación y formalización de los contratos tramitados por procedimiento abierto?","En el Perfil de contratante de la Universidad, con independencia de su importe","Únicamente en el BOE","Solo en el DOUE","Exclusivamente en el tablón de anuncios interno","1","Las Normas de ejecución 2026 establecen que, en todos los casos y con independencia de su importe, la licitación, adjudicación y formalización se publicarán en el Perfil de contratante de la Universidad."
"En la UC3M, ¿qué publicidad adicional se establece para los contratos sujetos a regulación armonizada tramitados por procedimiento abierto?","La licitación y la formalización se publican también en el Diario Oficial de la Unión Europea","Solo la adjudicación se publica en el DOUE","Solo la formalización se publica en el BOE","No existe publicidad adicional respecto de los contratos no SARA","1","Las Normas de ejecución 2026 establecen que en los contratos sujetos a regulación armonizada se publicará la licitación en el DOUE, así como su formalización."
